,averagerating,numvotes,original_title,start_year,runtime_minutes,genres,ordering,nconst,category,job,characters,directors,writers,is_comedy,is_action,is_horror,is_romance,studio,domestic_gross,foreign_gross,year,id,release_date,production_budget,domestic_gross_tn,worldwide_gross
3 Days to Kill,6.2,81681,3 Days to Kill,2014,117.0,"['Action', 'Drama', 'Thriller']",6.0,nm0367867,writer,screenplay,,nm0629334,"nm0367867,nm0000108",False,True,False,False,Rela.,30700000.0,21900000,2014.0,64.0,"Feb 21, 2014","$28,000,000","$30,697,999","$38,959,900"
3 Days to Kill,6.2,81681,3 Days to Kill,2014,117.0,"['Action', 'Drama', 'Thriller']",7.0,nm0000108,writer,screenplay,,nm0629334,"nm0367867,nm0000108",False,True,False,False,Rela.,30700000.0,21900000,2014.0,64.0,"Feb 21, 2014","$28,000,000","$30,697,999","$38,959,900"
3 Days to Kill,6.2,81681,3 Days to Kill,2014,117.0,"['Action', 'Drama', 'Thriller']",8.0,nm1448916,producer,producer,,nm0629334,"nm0367867,nm0000108",False,True,False,False,Rela.,30700000.0,21900000,2014.0,64.0,"Feb 21, 2014","$28,000,000","$30,697,999","$38,959,900"
3 Days to Kill,6.2,81681,3 Days to Kill,2014,117.0,"['Action', 'Drama', 'Thriller']",9.0,nm1899067,producer,producer,,nm0629334,"nm0367867,nm0000108",False,True,False,False,Rela.,30700000.0,21900000,2014.0,64.0,"Feb 21, 2014","$28,000,000","$30,697,999","$38,959,900"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",10.0,nm0001774,producer,producer,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",1.0,nm0251986,actor,,"[""Nick""]",nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",2.0,nm1144419,actor,,"[""Dwayne""]",nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",3.0,nm0841910,actor,,"[""Travis""]",nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",4.0,nm2106637,actor,,"[""Chet""]",nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",5.0,nm0281508,director,,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",6.0,nm2225652,writer,screenplay,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",7.0,nm3574030,writer,story,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",8.0,nm0180366,producer,producer,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
30 Minutes or Less,6.1,87254,30 Minutes or Less,2011,83.0,"['Action', 'Comedy', 'Crime']",9.0,nm0469553,producer,producer,,nm0281508,"nm2225652,nm3574030",True,True,False,False,Sony,37100000.0,3500000,2011.0,60.0,"Aug 12, 2011","$28,000,000","$37,053,924","$40,966,716"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",10.0,nm0572805,producer,producer,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",1.0,nm0000206,actor,,"[""Kai""]",nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",2.0,nm0760796,actor,,"[""Ôishi""]",nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",3.0,nm0793069,actress,,"[""Mika""]",nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",4.0,nm0038355,actor,,"[""Lord Kira""]",nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",5.0,nm0727754,director,,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",6.0,nm0604555,writer,screenplay,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",7.0,nm0024925,writer,screenplay,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",8.0,nm1023578,writer,screen story by,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
47 Ronin,6.3,135754,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",9.0,nm0008330,producer,producer,,nm0727754,"nm0604555,nm0024925,nm1023578",False,True,False,False,Uni.,38400000.0,113400000,2013.0,12.0,"Dec 25, 2013","$175,000,000","$38,362,475","$151,716,815"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",10.0,nm4096030,producer,producer,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",1.0,nm1670029,actor,,"[""Thomas Anders""]",nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",2.0,nm0004825,actress,,"[""Tatia Meddevi""]",nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",3.0,nm0185404,actor,,"[""Sebastian Ganz""]",nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",4.0,nm0001287,actress,,"[""Miriam Eisner""]",nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",5.0,nm0001317,director,,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",6.0,nm1209140,writer,screenplay,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",7.0,nm3649361,writer,based on a screenplay by,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",8.0,nm3567755,producer,producer,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
5 Days of War,5.6,13089,5 Days of War,2011,113.0,"['Action', 'Drama', 'War']",9.0,nm0489487,producer,producer,,nm0001317,"nm1209140,nm3649361",False,True,False,False,Anch.,17500.0,,2011.0,47.0,"Aug 19, 2011","$12,000,000","$17,479","$87,793"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",10.0,nm0820987,cinematographer,director of photography,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",1.0,nm0330687,actor,,"[""Adam""]",nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",2.0,nm0736622,actor,,"[""Kyle""]",nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",3.0,nm0447695,actress,,"[""Katherine""]",nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",4.0,nm0397171,actress,,"[""Rachael""]",nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",5.0,nm1349522,director,,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",6.0,nm1672425,writer,written by,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",7.0,nm1698571,producer,producer,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",8.0,nm0439499,producer,producer,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.7,300475,50/50,2011,100.0,"['Comedy', 'Drama', 'Romance']",9.0,nm0315974,composer,,,nm1349522,nm1672425,True,False,False,True,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.5,11,50/50,2010,77.0,['Documentary'],1.0,nm4102039,self,,"[""Himself""]","nm3566172,nm4102039",nm4102039,False,False,False,False,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.5,11,50/50,2010,77.0,['Documentary'],2.0,nm3566172,director,,,"nm3566172,nm4102039",nm4102039,False,False,False,False,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
50/50,7.5,11,50/50,2010,77.0,['Documentary'],3.0,nm4101609,producer,producer,,"nm3566172,nm4102039",nm4102039,False,False,False,False,Sum.,35000000.0,4200000,2011.0,73.0,"Sep 30, 2011","$8,000,000","$35,016,118","$41,334,735"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",10.0,nm1162777,editor,,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",1.0,nm0005109,actress,,"[""Amy""]","nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",2.0,nm0068338,actress,,"[""Kiki""]","nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",3.0,nm1063517,actress,,"[""Carla""]","nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",4.0,nm0379596,actor,,"[""Jessie""]","nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",5.0,nm0524190,director,,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",6.0,nm0601859,director,,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",7.0,nm0865297,producer,producer,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",8.0,nm0501999,composer,,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Bad Moms Christmas,5.5,33056,A Bad Moms Christmas,2017,104.0,"['Adventure', 'Comedy']",9.0,nm0025465,cinematographer,director of photography,,"nm0524190,nm0601859","nm0524190,nm0601859",True,False,False,False,STX,72100000.0,58400000,2017.0,40.0,"Nov 1, 2017","$28,000,000","$72,110,659","$127,710,550"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",10.0,nm3110608,producer,producer,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",1.0,nm0065007,actor,,"[""Carlos Galindo""]",nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",2.0,nm1214509,actor,,"[""Luis Galindo""]",nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",3.0,nm1655358,actor,,"[""Eddie 'Piolin' Sotelo""]",nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",4.0,nm1370408,actor,,"[""Blasco Martinez""]",nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",5.0,nm0919363,director,,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",6.0,nm1067858,writer,screenplay,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",7.0,nm0800363,writer,story,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",8.0,nm0000415,producer,producer,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,7.2,14602,A Better Life,2011,98.0,"['Drama', 'Romance']",9.0,nm0432625,producer,producer,,nm0919363,"nm1067858,nm0800363",False,False,False,True,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],10.0,nm0551785,cinematographer,director of photography,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],1.0,nm0133899,actor,,"[""Yann""]",nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],2.0,nm1871951,actress,,"[""Nadia""]",nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],3.0,nm4736135,actor,,"[""Slimane""]",nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],4.0,nm2242168,actor,,"[""Le marchand de sommeil""]",nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],5.0,nm0434806,director,,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],6.0,nm1771591,writer,scenario,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],7.0,nm2196016,producer,producer,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],8.0,nm0762201,producer,producer,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Better Life,6.6,1519,Une vie meilleure,2011,110.0,['Drama'],9.0,nm1969003,composer,,,nm0434806,"nm1771591,nm0434806",False,False,False,False,Sum.,1800000.0,,2011.0,84.0,"Jun 24, 2011","$10,000,000","$1,759,252","$1,884,251"
A Dangerous Method,6.4,93259,A Dangerous Method,2011,99.0,"['Biography', 'Drama', 'Romance']",10.0,nm0005893,cinematographer,director of photography,,nm0000343,"nm0358960,nm4301796",False,False,False,True,SPC,5700000.0,21800000,2011.0,69.0,"Nov 23, 2011","$20,000,000","$5,702,083","$14,807,531"
A Dangerous Method,6.4,93259,A Dangerous Method,2011,99.0,"['Biography', 'Drama', 'Romance']",1.0,nm1055413,actor,,"[""Carl Jung""]",nm0000343,"nm0358960,nm4301796",False,False,False,True,SPC,5700000.0,21800000,2011.0,69.0,"Nov 23, 2011","$20,000,000","$5,702,083","$14,807,531"
A Dangerous Method,6.4,93259,A Dangerous Method,2011,99.0,"['Biography', 'Drama', 'Romance']",2.0,nm0461136,actress,,"[""Sabina Spielrein""]",nm0000343,"nm0358960,nm4301796",False,False,False,True,SPC,5700000.0,21800000,2011.0,69.0,"Nov 23, 2011","$20,000,000","$5,702,083","$14,807,531"
A Dangerous Method,6.4,93259,A Dangerous Method,2011,99.0,"['Biography', 'Drama', 'Romance']",3.0,nm0001557,actor,,"[""Sigmund Freud""]",nm0000343,"nm0358960,nm4301796",False,False,False,True,SPC,5700000.0,21800000,2011.0,69.0,"Nov 23, 2011","$20,000,000","$5,702,083","$14,807,531"
